song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,Cluster
Thodi Si Zamin Thoda Aasman,Bhupinder Singh|Lata Mangeshkar,/artist/bhupinder-singh|/artist/lata-mangeshkar,05:33,Hindi,12-10-2022,0.43,0.03,0.776,0.236,-11.699,0.063,203.736,0.0,10.0,0.0126,4.0,46.0,1117779.0,3
Aap Yahan Aaye Kisliye,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,06:52,Hindi,03-10-2004,0.65,0.327,0.105,0.745,-13.509,0.091,184.17,0.0,6.0,0.08,4.0,91.0,5277763.0,3
Pyar Se Bhi Ziada Tujhe,Asha Bhosle|Mohammad Aziz,/artist/asha-bhosle-1|/artist/mohammad-aziz,05:16,Hindi,12-10-2010,0.29,0.057,0.848,0.762,-9.807,0.069,162.61,1.0,11.0,0.08,4.0,90.0,8572844.0,4
Tere Mere Beech Mein,Lata Mangeshkar|S. P. Balasubrahmanyam,/artist/lata-mangeshkar|/artist/s-p-balasubrahamanyam,05:37,Hindi,05-09-2015,0.53,0.17,0.602,0.626,-3.452,0.03,129.993,0.0,1.0,0.0761,4.0,53.0,6419388.0,2
Jab Hum Jawan Honge,Lata Mangeshkar|Shabbir Kumar,/artist/lata-mangeshkar|/artist/shabbir-kumar,07:09,Hindi,11-04-2020,0.77,0.439,0.337,0.051,-12.166,0.0004,194.169,1.0,1.0,0.0161,4.0,100.0,2055102.0,0
Yeh Vaada Raha,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,06:49,Hindi,01-03-2002,0.66,0.348,0.424,0.474,-6.954,0.038,200.112,1.0,10.0,0.028,4.0,98.0,4905832.0,3
Ye Dil Tum Bin Lagta Nahin,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:51,Hindi,10-08-2023,0.43,0.31,0.72,0.971,-4.136,0.095,143.04,0.0,5.0,0.0629,4.0,100.0,6234089.0,1
Dhire Dhire Machal,Lata Mangeshkar,/artist/lata-mangeshkar,04:03,Hindi,09-02-2004,0.16,0.075,0.024,0.023,-9.356,0.03,152.05,1.0,0.0,0.0766,4.0,81.0,9237750.0,4
Yeh Kahan Aa Gaye Hum,Lata Mangeshkar|Amitabh Bachchan,/artist/lata-mangeshkar|/artist/amitabh-bachchan,07:56,Hindi,10-02-2022,0.79,0.646,0.98,0.287,-7.975,0.059,158.056,0.0,8.0,0.03,4.0,88.0,10989225.0,3
Tum Jo Mil Gaye Ho,Mohammed Rafi,/artist/mohammad-rafi,08:11,Hindi,08-10-2021,0.8,0.03,0.878,0.069,-9.282,0.04,209.998,1.0,8.0,0.03,4.0,81.0,853770.0,3
Janu Meri Jaan,Asha Bhosle|Kishore Kumar|Mohammed Rafi|Usha Mangeshkar,/artist/asha-bhosle-1|/artist/kishore-kumar|/artist/mohammad-rafi|/artist/usha-mangeshkar-2,07:06,Hindi,03-01-2015,0.33,0.52,0.767,0.345,-3.178,0.03,126.003,0.0,11.0,0.05,4.0,85.0,7491881.0,2
Ek Pyar Ka Naghma Hai,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,05:55,Hindi,04-05-2003,0.87,0.631,0.467,0.011,-4.868,0.05,126.001,1.0,8.0,0.09,4.0,67.0,4859813.0,2
Dil Dhundta Hain,Bhupinder Singh,/artist/bhupinder-singh,06:41,Hindi,01-04-2005,0.52,0.093,0.337,0.234,-7.766,0.0781,106.892,1.0,5.0,0.0376,4.0,28.0,9430095.0,2
Tere Liye Palkon Ki Jhalar,Lata Mangeshkar,/artist/lata-mangeshkar,05:31,Hindi,04-03-2011,0.62,0.912,0.983,0.633,-9.075,0.02,129.992,0.0,6.0,0.0978,4.0,30.0,5542660.0,2
Lambi Judaai,Reshma,/artist/reshma,06:28,Hindi,02-01-2006,0.12,0.9,1.0,0.982,-2.155,0.0752,208.074,0.0,11.0,0.098,4.0,83.0,5834366.0,0
Ruk Jana Nahin,Kishore Kumar,/artist/kishore-kumar,06:03,Hindi,03-11-2018,0.52,0.909,0.081,0.782,-11.111,0.0867,166.866,1.0,0.0,0.01,4.0,59.0,65621.0,1
Babul Ki Duayen Leti Ja,Mohammed Rafi,/artist/mohammad-rafi,04:08,Hindi,12-04-2005,0.94,0.62,0.345,0.967,-12.782,0.038,170.824,1.0,2.0,0.09,4.0,51.0,4009341.0,0
Husnwale Tera Jawab Nahin,Mohammed Rafi,/artist/mohammad-rafi,04:46,Hindi,06-12-2019,0.35,0.275,0.366,0.066,-8.565,0.005,155.756,1.0,1.0,0.09,4.0,60.0,654636.0,4
Gulabi Ankhen,Mohammed Rafi,/artist/mohammad-rafi,03:20,Hindi,10-01-2004,0.2,0.93,0.343,0.67,-13.422,0.085,200.088,0.0,6.0,0.05,4.0,26.0,1942941.0,1
Jogi Ji Dheere Dheere,Chandrani Mukherjee|Hemlata|Jaspal Singh|Sushil Kumar,/artist/chandrani-mukherjee|/artist/hemlata|/artist/jaspal-singh|/artist/sushil-kumar,08:11,Hindi,01-04-2016,0.23,0.859,0.419,0.307,-7.296,0.0861,191.998,0.0,6.0,0.0695,4.0,94.0,3538644.0,1
Aap Jaisa Koi,Nazia Hassan|Feroz Khan,/artist/nazia-hassan|/artist/feroz-khan,04:09,Hindi,06-07-2020,0.05,0.19,0.473,0.657,-6.277,0.01,179.942,0.0,4.0,0.0062,4.0,46.0,9471102.0,4
Tere Bina Zindagi Se,Alka Yagnik|Hariharan,/artist/alka-yagnik|/artist/hariharan,05:34,Hindi,11-08-2010,0.66,0.074,0.059,0.157,-8.8,0.047,190.034,1.0,1.0,0.014,4.0,27.0,8037408.0,3
Piya Bawri Piya Bawri,Asha Bhosle|Ashok Kumar,/artist/asha-bhosle-1|/artist/ashok-kumar,03:55,Hindi,04-05-2021,0.52,0.29,0.706,0.469,-5.908,0.033,186.28,0.0,0.0,0.05,4.0,60.0,8079330.0,4
Tum Meri Zindagi Mein Kuchh,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,03:17,Hindi,01-10-2005,0.66,0.6,0.956,0.403,-10.763,0.0918,189.28,1.0,1.0,0.0337,4.0,43.0,8119054.0,3
Babul Ka Ghar,Kishore Kumar|Alka Yagnik,/artist/kishore-kumar|/artist/alka-yagnik,07:16,Hindi,01-01-2011,0.94,0.805,0.994,0.74,-7.943,0.09,168.534,1.0,1.0,0.08,4.0,46.0,6202356.0,3
Paon Chhoo Lene Do Phoolon Ko,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:14,Hindi,05-11-2013,0.08,0.441,0.127,0.35,-2.376,0.08,185.992,1.0,2.0,0.03,4.0,60.0,883601.0,1
Bedardi Balma Tujhko,Lata Mangeshkar,/artist/lata-mangeshkar,04:59,Hindi,12-10-2002,0.37,0.13,0.804,0.6,-12.491,0.0333,191.128,0.0,8.0,0.01,4.0,79.0,3750375.0,4
Ek Akela Is Shaher Mein,Bhupinder Singh,/artist/bhupinder-singh,05:02,Hindi,05-05-2009,0.75,0.171,0.644,0.063,-4.234,0.0389,173.838,1.0,0.0,0.033,4.0,61.0,7192398.0,3
Mujhe Kitna Pyar Hai Tumse,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:32,Hindi,01-01-2008,0.02,0.89,0.197,0.762,-8.63,0.0426,196.494,1.0,2.0,0.072,4.0,94.0,2351731.0,0
Honthon Pe Jaan Chali Aayegi,Kishore Kumar,/artist/kishore-kumar,05:09,Hindi,10-07-2015,0.67,0.808,0.035,0.721,-11.476,0.03,111.11,1.0,1.0,0.0209,4.0,40.0,2542225.0,2
Tumne Di Awaz,Shabbir Kumar,/artist/shabbir-kumar,05:01,Hindi,03-11-2013,0.31,0.15,0.026,0.452,-6.032,0.1,179.24,1.0,7.0,0.03,4.0,95.0,1846020.0,1
Yari Hai Imaan Mera,Manna Dey,/artist/manna-dey,06:21,Hindi,07-08-2016,0.82,0.67,0.235,0.815,-8.894,0.063,208.108,0.0,4.0,0.03,4.0,100.0,809417.0,0
Patjhad Saawan Basant Bahaar,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,05:30,Hindi,11-02-2009,0.13,0.06,0.095,0.942,-7.606,0.07,186.142,1.0,6.0,0.041,4.0,25.0,2282662.0,4
Woh Kaghaz Ki Kashti,Jagjit Singh|Chitra Singh,/artist/jagjeet-singh-1|/artist/chitra-singh,06:30,Hindi,06-07-2009,0.92,0.586,0.96,0.964,-5.722,0.0018,113.022,1.0,1.0,0.0513,4.0,59.0,5541997.0,2
Jaaneman Jaaneman,Kishore Kumar,/artist/kishore-kumar,05:46,Hindi,12-11-2008,0.8,0.75,0.575,0.46,-3.408,0.005,183.206,1.0,0.0,0.046,4.0,31.0,7542539.0,0
Thoda Hai,Lata Mangeshkar|Kishore Kumar,/artist/lata-mangeshkar|/artist/kishore-kumar,07:18,Hindi,02-01-2022,0.78,0.885,0.553,0.136,-7.811,0.067,135.538,0.0,9.0,0.047,4.0,60.0,5356750.0,2
Haye Re Haye Tera Ghunghta,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,06:41,Hindi,06-02-2013,0.54,0.697,0.793,0.469,-2.468,0.002,203.912,0.0,1.0,0.078,4.0,98.0,7368482.0,0
Pahle Pahle Pyar Ki Mulaqaten,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:39,Hindi,07-03-2013,0.31,0.945,0.353,0.265,-11.517,0.071,133.946,0.0,1.0,0.02,4.0,79.0,92071.0,1
Likhe Jo Khat Tujhe,Mohammed Rafi,/artist/mohammad-rafi,04:33,Hindi,12-10-2002,0.44,0.4,0.195,0.376,-10.077,0.05,126.992,0.0,9.0,0.0234,4.0,38.0,11323411.0,2
Kya Hua Tera Vada,Mohammed Rafi|Sushma Shrestha,/artist/mohammad-rafi|/artist/sushma-shrestha,04:22,Hindi,10-06-2009,0.43,0.94,0.216,0.722,-8.166,0.0888,123.946,1.0,1.0,0.091,4.0,53.0,5052725.0,1
Ehsan Tera Hoga Mujh Par,Mohammed Rafi,/artist/mohammad-rafi,03:28,Hindi,10-05-2005,0.86,0.48,0.921,0.192,-9.165,0.02,151.108,1.0,11.0,0.04,4.0,45.0,7896601.0,2
Aa Chal Ke Tujhe,Kishore Kumar,/artist/kishore-kumar,04:04,Hindi,09-08-2021,0.42,0.284,0.894,0.602,-13.385,0.042,187.886,0.0,10.0,0.0335,4.0,62.0,254509.0,4
Woh Jab Yaad Aaye,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:43,Hindi,02-02-2003,0.39,0.313,0.032,0.147,-10.474,0.0191,166.042,1.0,8.0,0.07,4.0,43.0,8045550.0,4
Mera Karma Tu,Manhar Udhas|Suresh Wadkar|Mohammad Aziz,/artist/manhar-udhas|/artist/suresh-wadkar|/artist/mohammad-aziz,02:16,Hindi,03-09-2008,0.58,0.635,0.973,0.694,-2.773,0.049,205.982,0.0,11.0,0.015,4.0,26.0,5493849.0,0
Main Hi Main Hoon,Suresh Wadkar,/artist/suresh-wadkar,04:54,Hindi,02-03-2010,0.82,0.946,0.245,0.915,-10.093,0.017,188.072,1.0,5.0,0.1,4.0,100.0,420148.0,0
Samne Ye Kaun Aya,Kishore Kumar,/artist/kishore-kumar,04:12,Hindi,11-06-2001,0.19,0.98,0.939,0.155,-5.323,0.053,116.017,0.0,0.0,0.04,4.0,43.0,4030048.0,1
Aaj Unse Pehli Mulaqat Hogi,Kishore Kumar,/artist/kishore-kumar,05:46,Hindi,04-08-2021,0.83,0.71,0.346,0.367,-5.75,0.022,193.628,1.0,2.0,0.02,4.0,70.0,1608624.0,0
Pyar Hamen Kis Mod Pe,Kishore Kumar|R. D. Burman|Bhupinder Singh|Sapan Chakraborty|Gulshan Bawra,/artist/kishore-kumar|/artist/r-d-burman|/artist/bhupinder-singh|/artist/sapan-chakraborty|/artist/gulshan-bawra,06:33,Hindi,08-08-2013,0.63,0.255,0.862,0.5,-13.448,0.052,137.715,0.0,11.0,0.0608,4.0,59.0,7431784.0,2
Neele Gagan Ke Tale,Mahendra Kapoor,/artist/mahendra-kapoor,03:33,Hindi,12-05-2017,0.84,0.24,0.051,0.302,-12.64,0.0261,184.126,1.0,9.0,0.0,4.0,98.0,9260669.0,3
Koi Jab Tumhara Hriday Tod De,Mukesh,/artist/mukesh,03:33,Hindi,01-07-2018,0.59,0.061,0.637,0.461,-12.04,0.064,160.042,1.0,7.0,0.0433,4.0,37.0,2789880.0,3
Mere Dil Ne Tadap Ke,Kishore Kumar,/artist/kishore-kumar,06:19,Hindi,04-01-2017,0.49,0.36,0.154,0.745,-10.473,0.0237,118.015,1.0,1.0,0.1,4.0,40.0,5586955.0,2
Baghon Mein Bahar Hai,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:52,Hindi,07-10-2014,0.43,0.81,0.538,0.237,-13.84,0.03,187.298,0.0,0.0,0.0119,4.0,57.0,1997803.0,0
Aaja Re O Mere,Lata Mangeshkar|Nitin Mukesh,/artist/lata-mangeshkar|/artist/nitin-mukesh,05:02,Hindi,02-12-2007,0.48,0.15,0.539,0.972,-9.797,0.03,198.33,1.0,5.0,0.0138,4.0,70.0,718142.0,4
Mere Samnewali Khidki Mein,Kishore Kumar,/artist/kishore-kumar,02:52,Hindi,07-04-2010,0.02,0.99,0.414,0.805,-8.114,0.0318,186.802,1.0,1.0,0.08,4.0,97.0,9741065.0,0
Mere Dost Kissa Ye Kya Ho Gaya,Mohammed Rafi,/artist/mohammad-rafi,04:52,Hindi,09-07-2014,0.02,0.02,0.798,0.902,-5.155,0.0381,181.934,0.0,6.0,0.02,4.0,83.0,7351676.0,4
Dekha Na Haye Re,Kishore Kumar,/artist/kishore-kumar,04:13,Hindi,12-10-2016,0.41,0.1,0.036,0.543,-12.048,0.0,132.643,0.0,7.0,0.025,4.0,27.0,5401058.0,4
Tumhe Apna Saathi Banane,Mithun Chakraborty|Padmini Kolhapure|Danny Denzongpa|Asrani|Bindu,/artist/mithun-chakraborty|/artist/padmini-kolhapure|/artist/danny-denzongpa|/artist/asrani|/artist/bindu,08:12,Hindi,01-02-2015,0.13,0.04,0.977,0.6,-13.876,0.0602,200.034,0.0,7.0,0.063,4.0,90.0,2334143.0,4
Mausam Hai Ashiqana,Lata Mangeshkar,/artist/lata-mangeshkar,04:53,Hindi,10-07-2006,0.76,0.408,0.713,0.647,-10.562,0.024,190.004,0.0,4.0,0.0572,4.0,85.0,2258335.0,0
Main Hoon Prem Rogi,Suresh Wadkar,/artist/suresh-wadkar,07:58,Hindi,07-11-2021,0.52,0.866,0.483,0.775,-13.663,0.09,180.392,0.0,6.0,0.01,4.0,90.0,2373691.0,1
Tumse Bana Mera Jeevan,Mohammad Aziz|Anuradha Paudwal,/artist/mohammad-aziz|/artist/anuradha-paudwal-2,04:23,Hindi,09-06-2020,0.47,0.56,0.258,0.853,-4.923,0.0132,106.894,0.0,1.0,0.0268,4.0,97.0,5793045.0,2
Chhodenge Na Hum Tera Saath,Anuradha Paudwal|Mohammad Aziz,/artist/anuradha-paudwal-2|/artist/mohammad-aziz,06:34,Hindi,07-01-2020,0.03,0.13,0.999,0.131,-7.406,0.0758,191.964,0.0,4.0,0.05,4.0,31.0,5613081.0,4
Doston Se Pyar Kiya,Usha Uthup,/artist/usha-uthup,03:19,Hindi,04-02-2010,0.98,0.99,0.38,0.486,-7.944,0.0634,193.34,1.0,6.0,0.073,4.0,91.0,10662480.0,0
Meri Galiyon Se Logon Ki Yari,Lata Mangeshkar|Mahendra Kapoor,/artist/lata-mangeshkar|/artist/mahendra-kapoor,06:13,Hindi,05-08-2004,0.46,0.421,0.214,0.253,-2.989,0.038,123.146,0.0,9.0,0.09,4.0,75.0,3812064.0,2
Zindagi Ek Safar Hai Suhana (Male),Kishore Kumar,/artist/kishore-kumar,04:27,Hindi,07-03-2018,0.01,0.715,0.143,0.793,-10.158,0.05,139.945,0.0,1.0,0.04,4.0,68.0,9795122.0,1
Nainon Mein Badra Chhaye,Lata Mangeshkar,/artist/lata-mangeshkar,03:33,Hindi,08-07-2015,0.85,0.83,0.213,0.371,-11.783,0.05,140.012,1.0,7.0,0.065,4.0,47.0,4598988.0,2
Papa Kahte They,Udit Narayan,/artist/udit-narayan,03:59,Hindi,02-07-2011,0.98,0.063,0.923,0.046,-5.254,0.0,175.902,1.0,2.0,0.067,4.0,45.0,7067215.0,3
Tum Se Badhkar,Alka Yagnik|Kishore Kumar,/artist/alka-yagnik|/artist/kishore-kumar,05:03,Hindi,01-05-2023,0.69,0.436,0.973,0.74,-12.718,0.041,190.106,0.0,1.0,0.0856,4.0,96.0,5976191.0,3
Gumnaam Hai Koi Badnaam Hai Koi,Lata Mangeshkar,/artist/lata-mangeshkar,05:19,Hindi,08-01-2010,0.71,0.682,0.879,0.645,-8.966,0.1,166.75,0.0,5.0,0.0644,4.0,49.0,2467869.0,3
Yeh Pyar Tha Ya Kuchh Aur Tha,Sudha Malhotra|Anwar Hussain,/artist/sudha-malhotra|/artist/anwar-hussain,07:11,Hindi,01-02-2003,0.07,0.91,0.332,0.948,-13.656,0.0273,181.65,1.0,2.0,0.058,4.0,73.0,2546731.0,0
Kisi Patthar Ki Murat Se,Mahendra Kapoor,/artist/mahendra-kapoor,04:37,Hindi,02-01-2012,0.69,0.29,0.962,0.199,-10.342,0.05,178.104,0.0,0.0,0.0,4.0,29.0,2260133.0,3
Suno Kaho Suna,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:21,Hindi,02-11-2000,0.96,0.333,0.627,0.051,-9.593,0.0529,129.996,0.0,5.0,0.0345,4.0,50.0,9652058.0,2
Ek Hasina Thi Ek Diwana Tha,Asha Bhosle|Kishore Kumar|Rishi Kapoor,/artist/asha-bhosle-1|/artist/kishore-kumar|/artist/rishi-kapoor,07:54,Hindi,03-02-2019,0.1,0.489,0.009,0.515,-4.587,0.089,172.638,1.0,1.0,0.08,4.0,85.0,4410421.0,1
Mere Naina Sawan Bhadon (Female),Lata Mangeshkar,/artist/lata-mangeshkar,11:03,Hindi,01-03-2002,0.05,0.346,0.808,0.279,-10.157,0.0,159.936,1.0,5.0,0.08,4.0,74.0,2563458.0,4
Zindagi Aa Raha Hoon Main,Kishore Kumar,/artist/kishore-kumar,05:46,Hindi,02-05-2010,0.33,0.797,0.36,0.846,-10.307,0.1,183.092,0.0,4.0,0.098,4.0,92.0,3878519.0,1
Aaj Bichhde Hain,Bhupinder Singh,/artist/bhupinder-singh,06:25,Hindi,09-11-2013,0.51,0.5,0.13,0.985,-13.719,0.055,172.33,0.0,5.0,0.063,4.0,80.0,9251091.0,0
Ae Ri Pawan,Lata Mangeshkar,/artist/lata-mangeshkar,05:29,Hindi,11-02-2007,0.58,0.73,0.237,0.174,-6.996,0.04,144.044,1.0,0.0,0.01,4.0,94.0,2662446.0,2
Chakke Men Chakka Chakke Pe Gaadi,Mohammed Rafi,/artist/mohammad-rafi,05:31,Hindi,06-11-2000,0.47,0.359,0.874,0.836,-12.441,0.015,192.278,1.0,1.0,0.0913,4.0,55.0,5893565.0,4
Jeena Yahan Marna Yahan,Mukesh,/artist/mukesh,04:29,Hindi,06-06-2017,0.7,0.48,0.037,0.203,-9.984,0.006,109.919,1.0,4.0,0.0958,4.0,46.0,5671862.0,2
Mast Baharon Ka Main Aashiq,Mohammed Rafi,/artist/mohammad-rafi,06:21,Hindi,02-10-2018,0.59,0.28,0.927,0.086,-7.859,0.0898,190.098,0.0,5.0,0.064,4.0,59.0,5884952.0,3
Chhu Kar Mere Manko,Kishore Kumar,/artist/kishore-kumar,04:16,Hindi,09-08-2003,0.51,0.821,0.477,0.798,-9.477,0.0806,115.175,1.0,1.0,0.0598,4.0,58.0,6929227.0,1
Chabi Kho Jaye,Lata Mangeshkar|Shailender Singh,/artist/lata-mangeshkar|/artist/shailender-singh,07:08,Hindi,04-04-2006,0.69,0.91,0.948,0.418,-7.073,0.07,120.031,0.0,0.0,0.04,4.0,25.0,1224433.0,2
Mujhe Naulakha Mangawa De Re,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,10:56,Hindi,09-01-2013,0.23,0.558,0.183,0.682,-6.996,0.0684,171.958,1.0,1.0,0.092,4.0,48.0,6400433.0,1
Aaya Mausam Dosti Ka,Lata Mangeshkar|Usha Mangeshkar|S. P. Balasubrahmanyam|Shailender Singh,/artist/lata-mangeshkar|/artist/usha-mangeshkar-2|/artist/s-p-balasubrahamanyam|/artist/shailender-singh,06:47,Hindi,06-12-2010,0.53,0.68,0.481,0.808,-12.731,0.0323,192.042,1.0,7.0,0.0178,4.0,69.0,2463399.0,0
Jaaneman Jaaneman Tere Do Nain,Asha Bhosle|K J Yesudas,/artist/asha-bhosle-1|/artist/k-j-yesudas,05:11,Hindi,01-10-2017,0.61,0.023,0.144,0.312,-13.828,0.0559,129.966,0.0,11.0,0.04,4.0,83.0,431607.0,2
Nindiya Se Jagi Bahar,Lata Mangeshkar,/artist/lata-mangeshkar,06:21,Hindi,07-09-2002,0.43,0.79,0.977,0.573,-5.312,0.0679,202.049,0.0,1.0,0.07,4.0,83.0,709744.0,0
Puchho Na Yaar Kya Hua,Mohammed Rafi|Padmini Kolhapure|Rishi Kapoor|Asha Bhosle,/artist/mohammad-rafi|/artist/padmini-kolhapure|/artist/rishi-kapoor|/artist/asha-bhosle-1,06:08,Hindi,07-07-2016,0.33,0.86,0.161,0.722,-2.19,0.04,184.27,1.0,6.0,0.014,4.0,93.0,1866993.0,0
Tirchi Topiwale (Part-1),Amit Kumar|Sapna Mukherjee,/artist/amit-kumar|/artist/sapna-mukherjee,06:32,Hindi,03-03-2011,0.22,0.095,0.657,0.23,-7.289,0.0224,119.999,0.0,11.0,0.0875,4.0,94.0,5345383.0,4
Tumse Milkar Na Jane (Male Version),Shabbir Kumar,/artist/shabbir-kumar,04:03,Hindi,12-05-2022,0.14,0.32,0.544,0.095,-3.121,0.04,173.858,1.0,6.0,0.033,4.0,44.0,2407251.0,4
Sau Saal Pahle,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:29,Hindi,12-09-2008,0.51,0.601,0.095,0.978,-6.564,0.095,186.068,1.0,2.0,0.0015,4.0,68.0,6811653.0,1
Dard Se Mera Daaman Bharde Ya Allah,Lata Mangeshkar|Chorus,/artist/lata-mangeshkar|/artist/chorus,05:47,Hindi,09-06-2016,0.1,0.208,0.535,0.676,-7.588,0.032,170.102,0.0,1.0,0.054,4.0,74.0,5830724.0,4
Woh Bhooli Dastan Lo Phir Yaad,Lata Mangeshkar,/artist/lata-mangeshkar,04:52,Hindi,11-06-2013,0.26,0.19,0.948,0.951,-12.37,0.0,199.996,1.0,11.0,0.03,4.0,93.0,6408105.0,4
Rim Jhim Ke Geet,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:42,Hindi,08-07-2003,0.54,0.183,0.395,0.685,-11.78,0.012,186.866,1.0,7.0,0.1,4.0,41.0,9184030.0,4
Meri Jaan Balle Balle,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,03:31,Hindi,07-09-2006,0.91,0.74,1.0,0.565,-12.332,0.063,145.158,1.0,7.0,0.0852,4.0,70.0,4181190.0,2
Naino Mein Sapna,Amit Kumar|Shreya Ghoshal,/artist/amit-kumar|/artist/shreya-ghoshal,04:02,Hindi,01-08-2002,0.19,0.98,0.09,0.76,-2.043,0.02,129.938,0.0,6.0,0.045,4.0,64.0,3035343.0,1
Kehna Na Tum Yeh Kisi Se,Salma Agha|Mohammad Aziz,/artist/salma-agha|/artist/mohammad-aziz,06:08,Hindi,07-04-2005,0.46,0.57,0.428,0.412,-4.45,0.015,194.168,1.0,2.0,0.0755,4.0,92.0,3372869.0,0
Kahin Deep Jale Kahin Dil,Lata Mangeshkar,/artist/lata-mangeshkar,05:24,Hindi,01-07-2020,0.26,0.255,0.055,0.384,-6.194,0.0924,149.036,1.0,9.0,0.05,4.0,73.0,6424792.0,1
Sajna Hai Mujhe Sajna Ke Liye,Asha Bhosle,/artist/asha-bhosle-1,05:04,Hindi,08-04-2020,0.17,0.3,0.099,0.135,-6.455,0.0488,146.328,0.0,10.0,0.006,4.0,34.0,1257225.0,4
Aaja Piya Tohe Pyar Doon,Lata Mangeshkar,/artist/lata-mangeshkar,04:12,Hindi,06-06-2023,0.66,0.275,0.564,0.529,-3.066,0.08,185.9,0.0,6.0,0.0742,4.0,89.0,4968775.0,3
Yeh Kaisi Mulaqat,Alka Yagnik|Kumar Sanu|Suman Ranganathan,/artist/alka-yagnik|/artist/kumar-sanu|/artist/suman-ranganathan,05:14,Hindi,01-03-2005,0.01,0.086,0.377,0.015,-4.082,0.001,111.914,0.0,1.0,0.07,4.0,82.0,4463953.0,4
Aaj Mere Yaar Ki Shaadi Hai,Deven Verma|Mohammed Rafi|Ravi Shankar Sharma,/artist/deven-verma|/artist/mohammad-rafi|/artist/ravi,04:32,Hindi,12-02-2011,0.77,0.15,0.351,0.594,-10.03,0.05,182.949,1.0,8.0,0.054,4.0,53.0,4016995.0,3
Chalo Dildar Chalo,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:37,Hindi,03-09-2005,0.88,0.79,0.858,0.207,-3.497,0.0251,125.022,1.0,11.0,0.0803,4.0,83.0,1391478.0,2
Surmayee Ankhiyon Mein (Sad Version),K J Yesudas|Ilaiyaraaja,/artist/k-j-yesudas|/artist/iiaiyaraaja,01:17,Hindi,08-04-2015,0.11,0.659,0.152,0.268,-9.661,0.0,191.79,0.0,1.0,0.03,4.0,76.0,3973640.0,0
Aap Yun Faaslon Se,Lata Mangeshkar,/artist/lata-mangeshkar,04:12,Hindi,06-04-2019,0.96,0.41,0.982,0.04,-7.836,0.0508,105.974,0.0,6.0,0.0268,4.0,50.0,7556252.0,2
Pyar Zindagi Hai,Asha Bhosle|Lata Mangeshkar|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/lata-mangeshkar|/artist/mahendra-kapoor,07:27,Hindi,05-02-2011,1.0,0.82,0.723,0.994,-8.156,0.0745,133.99,0.0,11.0,0.0138,4.0,42.0,4690341.0,2
Jane Kahan Gaye Woh Din,Mukesh,/artist/mukesh,04:48,Hindi,12-04-2009,0.38,0.14,0.213,0.404,-5.794,0.082,179.876,0.0,2.0,0.0835,4.0,80.0,645411.0,3
O Mere Raja,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,05:05,Hindi,08-04-2012,0.1,0.254,0.678,0.762,-13.951,0.0005,152.032,0.0,10.0,0.09,4.0,52.0,4719661.0,4
Mausam Pyar Ka,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,05:44,Hindi,02-08-2017,0.32,0.88,0.856,0.741,-5.152,0.0146,203.122,0.0,11.0,0.05,4.0,68.0,1363818.0,0
Shayad Meri Shaadi,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,06:39,Hindi,02-02-2020,0.22,0.83,0.054,0.889,-7.504,0.0412,188.184,0.0,9.0,0.0753,4.0,99.0,2028117.0,0
